m_lat,m_lon
-41,-73.83
-40.58,-73.67
-40,-73.67
-39.5,-73.25
-39,-73.33
-38.58,-73.42
-38.17,-73.42
-37.75,-73.67
-37.17,-73.5
-37.17,-73.08
-37.17,-73.08
-36.67,-73.08
-36.5,-72.83
-36,-72.67
-35.5,-72.5
-35,-72.17
-34.5,-71.92
-34,-71.83
-33.67,-71.58
-33.17,-71.67
-32.5,-71.33
-32.17,-71.5
-31.83,-71.5
-31.33,-71.58
-30.75,-71.67
-30.25,-71.58
-30,-71.25
-29.33,-71.33
-29,-71.5
-28.5,-71.25
-28,-71.17
-27.5,-70.92
-27,-70.92
-26.33,-70.58
-25.75,-70.75
-25.42,-70.5
-25,-70.5
-24.5,-70.58
-24,-70.5
-23.5,-70.5
-23,-70.5
-23,-70.5
-22.5,-70.25
-22,-70.17
-21.5,-70.08
-21,-70.17
-20.5,-70.17
-20,-70.08
-19.33,-70.25
-18.75,-70.33
-18.25,-70.33
-17.83,-70.83
-17.67,-71.17
-17.25,-71.5
-17,-72
-16.67,-72.5
-16.58,-72.83
-16.25,-73.5
-15.83,-74
-15.75,-74.5
-15.33,-75.17
-15,-75.5
-14.67,-75.83
-14.17,-76.25
-13.67,-76.17
-13,-76.5
-12.5,-76.67
-12.17,-77
-11.83,-77.17
-11.33,-77.5
-10.83,-77.67
-10.17,-78.17
-10.17,-78.17
-9.67,-78.33
-9.17,-78.5
-8.67,-78.67
-8.17,-79
-7.83,-79.5
-7.25,-79.67
-6.83,-80
-6.5,-80.33
-6.25,-80.83
-6,-81.17
-5.67,-80.83
-5.17,-81.17
-4.67,-81.33
-4.25,-81.33
-3.83,-80.83
-3.5,-80.33
-3.33,-80
-2.83,-79.83
-2.5,-79.67
-2.5,-80.08
-3,-80.17
-2.5,-80.58
-2.33,-80.92
-2.17,-80.75
-1.67,-80.75
-1,-80.92
-0.83,-80.5
-0.33,-80.5
0,-80.08
66.08,-125.08
66.13,-123.58
66.25,-122
66,-121
65.75,-122
65.58,-122.75
65,-123.25
65,-121.75
65.33,-121.58
65.67,-120.67
65.33,-120.5
64.83,-121
65.37,-119.33
65.82,-120
65.67,-118.42
66.08,-118.08
66.42,-117.67
66.33,-119.08
66.3537102142424,-119.434033315195
66.3766151739887,-119.788725080211
66.3987125281792,-120.144054368942
66.42,-120.5
66.4828351664328,-120.313912132169
66.5454480837195,-120.126885632702
66.6078369623189,-119.938916309916
66.67,-119.75
66.92,-118.92
67.08,-120
66.75,-121.33
66.58,-122.67
66.37,-123.83
66.08,-125.08
61.17,-117
60.83,-116
60.83,-115.25
61,-114.42
60.92,-113.92
61.25,-113.75
61.42,-112.92
61.58,-112.17
62.08,-111.75
62.33,-110.92
62.3532979933177,-110.648117768157
62.3760648675512,-110.375817924255
62.3982993013346,-110.103109095266
62.42,-109.83
62.482577207951,-109.91446570352
62.5451031795658,-109.999286169917
62.6075775621295,-110.08446354781
62.67,-110.17
62.6709135608646,-109.877506016488
62.6712180879742,-109.585000000001
62.6709135608646,-109.292493983513
62.67,-109
62.83,-110
62.83,-110.75
62.67,-111.58
62.42,-111.92
62.08,-112.42
62,-113.08
62.17,-113.83
62.42,-114.17
62.42,-115.33
62.17,-115.08
62.0852288563474,-114.933783300335
62.0003042106129,-114.788381715384
61.9152274631708,-114.643789263544
61.83,-114.5
61.8103836669833,-114.687864740793
61.7905111923247,-114.87548805629
61.7703831201436,-115.062867337339
61.75,-115.25
61.42,-115.33
61.17,-115.83
61.17,-117
58.67,-111.25
58.58,-110.33
58.92,-110
59.08,-109.25
59.08,-108.25
59.1229954095684,-108.043274454248
59.1656614661962,-107.836031373306
59.2079967889383,-107.62827259193
59.25,-107.42
59.292741135793,-107.564455878864
59.3353219641819,-107.709274404741
59.3777418107737,-107.854455731907
59.42,-108
59.42,-108.58
59.67,-109.17
59.67,-109.67
59.25,-110.17
59,-110.67
58.67,-111.25
56.33,-103.08
56.58,-102.17
57,-102.17
57.42,-102.17
57.67,-101.58
58.17,-102.08
57.75,-102.5
57.6675808404474,-102.583062559044
57.5851075100487,-102.665748312672
57.5025804256103,-102.748059915405
57.42,-102.83
57.3150813841502,-102.746793760951
57.2101081608723,-102.664061234883
57.1050808587671,-102.581798079174
57,-102.5
56.9175469483072,-102.562914115913
56.8350624402057,-102.625550834669
56.752546712563,-102.687912140456
56.67,-102.75
56.33,-103.08
53.33,-99.25
53,-98.92
52.5,-98.67
52.25,-98.17
51.92,-98.17
51.92,-97.42
51.42,-97.33
51.58,-96.83
51.17,-96.92
50.75,-97
50.33,-97
50.5,-96.42
51.17,-96.17
51.58,-96.58
52.17,-97
52.67,-97.25
53.17,-97.58
53.67,-97.83
53.75,-98.42
53.75,-99
53.33,-99.25
46.67,-92.08
46.67,-91.58
46.92,-90.92
46.5,-90.5
46.75,-89.75
47,-89
47.42,-88.25
47.42,-87.75
47.08,-88.42
46.75,-88.42
46.83,-87.75
46.42,-87.33
46.42,-86.67
46.67,-85.83
46.75,-85
46.5,-85
46.5002042509004,-84.8750003130499
46.5002723347555,-84.7500000000005
46.5002042509004,-84.6249996869511
46.5,-84.5
46.6050509125237,-84.5621361165904
46.7100680545239,-84.624513651179
46.815051169856,-84.6871343563797
46.92,-84.75
47.33,-84.67
47.58,-85
47.92,-85
47.92,-85.75
48.25,-86.17
48.75,-86.5
48.75,-87.33
49,-88.08
48.67,-88.42
48.42,-89.08
48.08,-89.42
47.83,-89.83
47.83,-89.83
47.67,-90.5
47.33,-91
47,-91.58
46.67,-92.08
44.58,-88
44.6654592705956,-87.8133266122204
44.7506135680812,-87.6261029988252
44.8354610832317,-87.4383278802626
44.92,-87.25
44.8150512540212,-87.312840944691
44.710068172588,-87.3754535371956
44.6050510054061,-87.4378393643276
44.5,-87.5
44.4175052444892,-87.5200845708254
44.3350069793813,-87.5401125486898
44.2525052246176,-87.5600842527632
44.17,-87.58
43.58,-87.75
43.17,-87.92
42.75,-87.83
42.17,-87.83
42.0450888238191,-87.7470139069391
41.9201181039613,-87.6643535676617
41.7950883333069,-87.5820164390243
41.67,-87.5
41.6701433433428,-87.3950001558688
41.6701911245579,-87.2900000000001
41.6701433433429,-87.1849998441314
41.67,-87.08
41.83,-86.67
42.17,-86.42
42.75,-86.25
43.25,-86.33
43.67,-86.5
44.08,-86.5
44.5,-86.25
44.92,-86.08
45.17,-85.33
45.67,-85
45.6702044753,-84.8750003044375
45.6702726339522,-84.7500000000002
45.6702044753,-84.6249996955629
45.67,-84.5
45.6276444310506,-84.3947614639943
45.585192382409,-84.2896820294391
45.5426441426711,-84.1847615807952
45.5,-84.08
45.33,-83.58
45,-83.33
44.42,-83.33
43.92,-83.83
43.58,-83.83
43.92,-83.42
44.08,-82.92
43.58,-82.67
43.58,-82.67
43.08,-82.42
43.33,-81.75
43.92,-81.75
44.42,-81.5
44.83,-81.33
45.17,-81.5
44.75,-80.92
44.5,-80.08
44.5825889171427,-79.9978516461096
44.6651187825557,-79.915469644271
44.747589257237,-79.8328528217291
44.83,-79.75
44.977703822537,-79.8740334076097
45.1252726986667,-79.9987071713761
45.27270522968,-80.1240273340882
45.42,-80.25
45.92,-80.75
46.08,-81.67
46.17,-82.33
46.17,-83
46.25,-83.67
46.25,-84.17
45.92,-84
45.92,-84.83
46,-85.25
45.92,-85.75
45.75,-86.75
45.75,-87
45.42,-87.33
45,-87.67
44.58,-88
45.83,-83.08
45.83,-82.33
45.92,-81.75
45.5,-81.92
45.67,-82.42
45.83,-83.08
41.75,-83.5
41.5,-82.83
41.5,-82.25
41.58,-81.67
41.83,-81.08
42,-80.5
42.25,-79.83
42.5,-79.25
42.83,-78.83
42.83,-79.5
42.83,-80.17
42.58,-80.5
42.67,-80.92
42.58,-81.5
42.25,-81.83
42,-82.5
42,-83.08
41.75,-83.5
43.25,-79.75
43.17,-79.25
43.33,-78.58
43.33,-78
43.25,-77.42
43.33,-76.83
43.5,-76.17
44,-76.25
44.33,-76.08
44.17,-76.67
43.92,-77
44,-77.67
43.92,-78.17
43.83,-78.83
43.67,-79.42
43.25,-79.75
-41.83,-74
-42,-73.42
-42.33,-73.33
-42.67,-73.67
-43,-73.5
-43.42,-73.75
-43.33,-74.33
-42.67,-74.17
-42.33,-74.17
-41.83,-74
-52.58,-68.75
-53,-68.25
-53.33,-68.17
-53.67,-68
-54,-67.42
-54.25,-66.75
-54.5,-66.33
-54.67,-65.83
-54.67,-65.17
-54.92,-65.25
-55,-65.67
-55,-66.5
-55.25,-67.33
-55.25,-68.17
-55.67,-68
-55.42,-68.67
-55.5,-69.33
-55.33,-69.83
-55,-70
-55.17,-70.5
-55,-71.17
-54.67,-72
-54.67,-72
-54.42,-72
-54.42,-72.5
-54.08,-72.67
-54.08,-73.33
-53.83,-73.33
-53.58,-73.83
-53.33,-73.5
-53.25,-74
-53,-74.5
-52.75,-74.67
-53,-74
-53.25,-73.33
-53.58,-72.5
-53.83,-72.08
-54,-71.33
-54.17,-71
-53.67,-70.5
-54.17,-70.33
-54.1900844809197,-70.2476198767059
-54.210112705259,-70.1651597765114
-54.2300845769545,-70.0826197877533
-54.25,-70
-54.125004997185,-70.0201808059418
-54.0000066393877,-70.0402402255263
-53.8750049620177,-70.0601795367065
-53.75,-70.08
-53.6879402615448,-69.8916668189764
-53.6255859900808,-69.7038892929089
-53.5629387244,-69.51666712907
-53.5,-69.33
-53.33,-69.42
-53.5,-70.17
-53.33,-70.42
-52.83,-70.25
-52.83,-69.75
-52.58,-69.5
-52.67,-69.17
-52.58,-68.75
-51.83,-61.17
-52,-60.5
-51.75,-60.17
-51.42,-60.5
-51.33,-59.67
-51.5,-59
-51.33,-58.33
-51.5,-57.75
-51.83,-57.75
-52,-58.5
-52.25,-58.83
-52.33,-59.5
-52.08,-59.67
-52,-60
-52.25,-60.5
-51.83,-61.17
-54,-38
-54.08,-37
-54.33,-36.25
-54.58,-35.83
-54.92,-36
-54.5,-36.58
-54.25,-37.25
-54,-38
10,-61.83
10.17,-61.5
10.58,-61.5
10.67,-61.67
10.75,-61
10.25,-61
10,-61.25
10,-61.83
18.17,-78.33
18.33,-78.25
18.5,-77.83
18.42,-77.33
18.33,-76.83
18.17,-76.42
17.83,-76.25
17.83,-76.58
17.92,-76.92
17.75,-77.25
17.83,-77.67
18.17,-78
18.17,-78.33
21.77,-83.07
21.98,-82.87
21.82,-82.65
21.7475126558478,-82.6124433361097
21.6750168480891,-82.5749245633057
21.6025126163181,-82.5374435087201
21.53,-82.5
21.5050607492187,-82.5825424959051
21.4800809551418,-82.6650566611557
21.4550606834863,-82.7475424957677
21.43,-82.83
21.47,-83.05
21.6,-82.95
21.77,-83.07
21.83,-84.83
22,-84.33
22.33,-84.33
22.58,-84
22.83,-83.5
22.92,-83
23,-82.5
23.17,-82
23.17,-81.5
23,-81
23,-80.5
22.83,-80.08
22.67,-79.67
22.33,-79.33
22.33,-78.83
22.17,-78.33
21.92,-77.83
21.67,-77.42
21.5,-77
21.17,-76.5
21.08,-76
21,-75.58
20.58,-75.67
20.67,-75.33
20.58,-74.83
20.25,-74.5
20.25,-74.25
20.08,-74.17
20.08,-74.17
20,-74.67
19.83,-75
19.83,-75.5
19.92,-76
19.92,-76.5
19.83,-77
19.8302343963114,-77.16749983526
19.830312528689,-77.3350000000001
19.8302343963114,-77.5025001647401
19.83,-77.67
19.8925327601089,-77.6075741663965
19.955043741238,-77.5450990153092
20.0175328518024,-77.4825743566357
20.08,-77.42
20.33,-77.08
20.67,-77.25
20.67,-78
21,-78.5
21.42,-78.58
21.58,-78.75
21.5,-79.25
21.67,-79.75
21.75,-80.17
22,-80.5
22,-81.25
22.08,-81.75
22.33,-82.08
22.5,-81.58
22.58,-82.25
22.67,-82.75
22.42,-83.08
22.17,-83.42
22.17,-84
22.0850164542984,-84.0425765580477
22.0000218990967,-84.0851018958192
21.9150163944045,-84.1275762859245
21.83,-84.17
21.8302460355041,-84.3349998107833
21.8303280476282,-84.5000000000005
21.8302460355041,-84.6650001892177
21.83,-84.83
18.33,-74.5
18.58,-74.17
18.5,-73.67
18.33,-73.25
18.33,-72.75
18.3925865453814,-72.645114540159
18.4551155617534,-72.5401528954061
18.5175867973508,-72.4351148028543
18.58,-72.33
18.685087801943,-72.4348040309855
18.7901173528574,-72.5397381236334
18.8950882277462,-72.6448031539635
19,-72.75
19.33,-72.75
19.67,-73
19.67,-73
19.67,-73.5
19.92,-73.17
19.92,-72.58
19.67,-72
19.83,-71.67
19.83,-71
19.75,-70.5
19.67,-69.92
19.33,-69.75
19.33,-69.17
19.08,-69.58
18.92,-68.75
18.5,-68.33
18.08,-68.67
18.42,-69
18.42,-69.5
18.25,-70.08
18.17,-70.58
18.42,-70.58
18.25,-71.08
18,-71.08
17.58,-71.42
18.08,-71.83
18.17,-72.33
18.08,-72.75
18.17,-73.17
18.17,-73.67
18,-73.83
18.33,-74.5
18,-67.17
18.5,-67.17
18.5,-66.58
18.5,-66
18.25,-65.67
18,-65.92
18,-66.33
17.92,-66.75
18,-67.17
25.17,-78.25
25.17,-78
24.67,-77.75
24.33,-77.75
24.247538261021,-77.6873786680155
24.1650509272301,-77.6248384847328
24.0825381299514,-77.5623790587759
24,-77.5
23.9175175094475,-77.5425812417333
23.8350233057445,-77.5851081409574
23.7525174492296,-77.6275809699532
23.67,-77.67
24.17,-77.92
24.58,-78.42
24.83,-78.17
25.17,-78.25
40.58,-74
40.83,-73.92
40.92,-73.33
41,-72.83
41.17,-72.33
41,-72
40.75,-72.67
40.67,-73.33
40.58,-74
49.83,-64.42
49.83,-63.75
49.75,-63.08
49.58,-62.5
49.42,-62
49.08,-61.67
49.08,-62.25
49.17,-62.92
49.33,-63.5
49.58,-63.75
49.83,-64.42
46.67,-64.25
46.92,-64
46.58,-63.92
46.42,-63.33
46.42,-62.75
46.5,-62
46.25,-62.5
45.92,-62.5
46.17,-63.33
46.42,-63.92
46.67,-64.25
62.17,-83.67
62.58,-83.33
62.75,-82.58
62.75,-81.92
62.67,-81.92
62.25,-82.83
62.17,-83.67
62.33,-80.08
62.33,-79.25
61.92,-79.33
61.5,-79.75
61.75,-80.17
62.33,-80.08
56.25,-80
56.58,-79.17
56.33,-78.92
55.75,-79.17
56.17,-79.17
55.92,-79.5
55.9202554634611,-79.644999362922
55.9203406183794,-79.7899999999999
55.9202554634611,-79.9350006370777
55.92,-80.08
56.0228288218997,-79.9163159839294
56.1254397738347,-79.7517587737869
56.2278308438598,-79.586322183767
56.33,-79.42
56.25,-80
53,-82
53.17,-81.42
53.08,-81
52.67,-80.75
52.83,-81.42
53,-82
47.92,-59.33
48.17,-58.92
48.5,-58.42
48.58,-58.75
49,-58.42
49.5,-57.92
50.08,-57.67
50.58,-57.25
51,-57
51.33,-56.67
51.58,-56
51.58,-55.5
51.08,-55.75
50.58,-56.17
50.25,-56.5
49.75,-56.83
50.08,-56.08
49.92,-55.5
49.67,-55.92
49.33,-55.33
49.42,-54.67
49.42,-54
49.42,-54
49.25,-53.5
48.83,-54
48.5,-53.75
48.58,-53
48.08,-53.75
47.75,-53.92
47.58,-53.67
48,-53.33
48.08,-53
47.58,-53.25
47.67,-52.75
47.17,-52.92
46.67,-53.08
46.67,-53.67
47.08,-53.67
46.83,-54.17
47.33,-53.92
47.42,-54.42
47.33,-54.83
46.83,-55.33
46.92,-55.92
47.17,-55.42
47.5,-55.42
47.58,-56.08
47.58,-56.83
47.58,-57.58
47.67,-58.42
47.5,-59.17
47.92,-59.33
63.67,-87.17
64.08,-86.17
64.67,-86.42
65.25,-86.25
65.67,-86
66.08,-85
65.58,-84.67
65.17,-83.67
64.83,-82.5
64.5,-81.75
64.08,-81.25
63.83,-80.25
63.42,-81.17
63.75,-82
64,-82.83
64,-83.58
63.67,-84.17
63.25,-84.83
63.17,-85.75
63.67,-85.83
63.67,-87.17
67.67,-77.25
68.25,-76.5
68.25,-75.33
67.92,-74.83
67.5,-75
67.25,-75.67
67.17,-76.83
67.67,-77.25
70,-67.5
69.8950940530024,-67.6065760232819
69.7901247516203,-67.7120908492722
69.6850930793401,-67.816560325681
69.58,-67.92
69.4782420411892,-67.6233148507322
69.3759844692327,-67.3294385866509
69.2732346903519,-67.0383430223729
69.17,-66.75
69.1284670998657,-67.0844303198915
69.086286851639,-67.4175816018666
69.0434631707025,-67.7494419795812
69,-68.08
68.5,-68.08
68.08,-66.75
68.08,-65.17
67.67,-64.25
67.33,-63.17
67,-62.17
66.67,-61.42
66.08,-62.08
65.67,-62.33
65.5,-63.5
65,-63.83
65.33,-65
65.92,-65.5
66.42,-67.17
66.42,-67.17
65.75,-67.42
65.25,-66.83
64.83,-65.75
64.5,-65.08
64,-65
63.58,-64.25
62.92,-64.5
62.92,-65.75
63.25,-66.83
63.58,-67.75
63.83,-68.92
63.42,-68.5
63.08,-67.75
62.67,-66.92
62.33,-66.17
61.92,-66.17
62,-67.17
62.17,-68.08
62.42,-69
62.67,-69.33
62.83,-70.33
63,-71.08
63.33,-71.92
63.75,-71.92
64,-72.75
64.17,-73.67
64.42,-74.67
64.5,-75.75
64.25,-76.5
64.25,-78
64.25,-78
64.67,-78.58
65.08,-78.25
65.17,-77.67
65.5,-77.5
65.33,-76
65.33,-74.67
65.67,-73.67
66.17,-74.58
66.5,-73.75
66.92,-73
67.0027624632733,-72.8342066980222
67.0853512147491,-72.6672822028683
67.1677643646793,-72.4992166244331
67.25,-72.33
67.3550666514849,-72.413879100483
67.4600892836331,-72.4984986998715
67.5650672768093,-72.5838689048446
67.67,-72.67
68.17,-73
68.5,-74.25
69,-75
68.67,-76.17
69.33,-75.83
69.83,-77.5
69.75,-79
69.58,-79.83
70,-81.33
69.92,-82.33
69.75,-100.83
69.67,-102
69.3,-101.5
69,-102.58
68.87,-103.83
69.15,-105.08
69.5,-106
69.17,-107.08
69,-108.42
68.75,-110
68.65,-111.67
68.58,-113.08
69.25,-113.75
69.25,-115.17
69.5,-116.42
55.3371386993368,165.685937217858
55.3719686002233,166.22918106749
55.2209096821551,166.174899470977
54.8974859660883,166.648854854896
54.7189660245458,166.614361444468
54.7479519431988,166.474906382073
54.8704087895514,166.442504868719
54.8618051578507,166.298243931367
55.0990342675988,165.993324722901
55.1461222746398,166.022596390489
55.3371386993368,165.685937217858
52.92,172.5
53,172.83
52.83,173.33
52.75,172.92
52.92,172.5
51.71328910552,-177.919064514333
51.7604208146286,-178.231266931886
51.886799649729,-178.300671889919
51.9131625290537,-178.177933421784
51.8660775978535,-177.906814559514
51.7468555716488,-177.804293948233
51.71328910552,-177.919064514333
51.67,-176.92
51.92,-176.75
51.75,-176.33
51.67,-176.92
52.0723019000094,-174.185733667661
52.0906582267429,-174.379578432379
52.2027589942188,-174.547347431368
52.2717716876289,-174.301597749641
52.4184671182327,-174.347587326582
52.1743046092601,-173.983963524551
52.0723019000094,-174.185733667661
52.75,-169.17
53.5,-168.5
53.58,-168
53.33,-168
53.17,-168.33
52.75,-169.17
53.33,-167.67
53.67,-167.17
54,-167.17
54,-166.42
53.7,-166.42
53.5,-167
53.33,-167.67
63.67,-171.75
63.67,-170.5
63.42,-169.83
63.33,-168.83
63.08,-169.83
63.42,-170.75
63.33,-171.75
63.67,-171.75
60.17,-167.42
60.25,-166.75
60.33,-166.08
60.25,-165.5
60,-165.5
59.83,-166.17
59.92,-166.83
60.17,-167.42
57.25,-154.83
57.75,-153.92
58.08,-153.25
58.42,-152.5
58.17,-152.08
58.108123124419,-152.311206369129
58.045829193927,-152.541608886114
57.9831206671871,-152.771206937709
57.92,-153
57.89768435069,-152.874765731413
57.8752456272285,-152.749687293146
57.852684089979,-152.624765209886
57.83,-152.5
57.5,-152.25
57.33,-153.08
57,-153.42
56.75,-154.08
57.25,-154.83
54.17,-133.08
54.08,-132.33
54.08,-131.67
53.58,-132
53.08,-131.67
52.75,-131.83
52.5,-131.33
52,-131
52.42,-131.83
52.83,-132.25
53.33,-132.5
53.58,-133
54.17,-133.08
50.67,-128.33
50.83,-127.92
50.58,-127.17
50.42,-126.25
50.25,-125.5
49.75,-125
49.33,-124.42
48.92,-123.67
48.5,-123.17
48.33,-123.67
48.5,-124.25
48.75,-125
49,-125
49,-125.5
49.25,-125.92
49.42,-126.5
49.67,-126.42
49.92,-127.08
50.17,-127.75
50.67,-128.33
69.997737864024,-22.669485716123
69.9153158480765,-22.8376384280895
69.8327359151599,-23.0044719616931
69.75,-23.17
69.75,-23.17
69.42,-24.25
69.08,-25.25
68.83,-26.25
68.58,-27.5
68.42,-28.75
68.17,-30
68.17,-31.33
67.92,-32.17
67.5,-33
67.08,-33.42
66.67,-33.92
66.33,-34.75
66,-35.67
65.67,-37
65.67,-38.5
65.5,-39.67
65.08,-40
65.17,-41
64.5,-40.42
64,-40.5
63.5,-40.75
63,-41.5
62.67,-42.42
62,-42
61.5,-42.5
61,-42.75
60.5,-42.83
60,-43.25
59.83,-43.92
60.17,-45.17
60.17,-45.17
60.58,-45.75
60.75,-46.67
60.83,-48
61.42,-49
61.92,-49.5
62.5,-50.08
62.83,-50.33
63.58,-51.25
64,-51.33
64.33,-52
64.92,-52
65.5,-52.42
66,-53.5
66.5,-53.5
67,-53.75
67.58,-53.67
68.17,-53.33
68.58,-52.58
68.58,-51
69.33,-50.75
69.92,-51.25
69.47,-52.17
69.3,-53.67
69.67,-54.83
65.5,-24.33
65.83,-23.75
66.17,-23.67
66.17,-23
66.42,-23
66.33,-22.25
66,-21.5
65.42,-21.42
65.42,-21.42
65.58,-20.33
66.08,-20.25
65.83,-19.67
66.08,-19.25
66.17,-18.25
66,-17.58
66.17,-16.83
66.5,-16.25
66.25,-15.67
66.33,-14.75
65.75,-14.67
65.5,-13.67
64.92,-13.67
64.42,-14.5
64.17,-15.83
63.83,-16.75
63.75,-17.67
63.42,-18.75
63.58,-20
63.83,-21
63.8319834625633,-21.4374794513765
63.8326446503042,-21.8750000000006
63.8319834625633,-22.3125205486247
63.83,-22.75
63.9353607556321,-22.5646103536837
64.0404829622972,-22.377823086861
64.1453636980085,-22.1896243065338
64.25,-22
64.3752128180541,-22.1430193006782
64.5002851541685,-22.2873470703295
64.6252149229047,-22.4330012312677
64.75,-22.58
64.75,-24
65.08,-22.83
65.1653487174702,-22.6443055925602
65.2504665600156,-22.4574135603253
65.335351129173,-22.2693147564928
65.42,-22.08
65.4602767148512,-22.246730285172
65.5003695581766,-22.4139736078
65.5402776228459,-22.5817301340636
65.58,-22.75
65.42,-23.58
65.5,-24.33
0,9.33
0.5,9.33
0.92,9.58
1.08,9.25
1.5,9.5
1.92,9.67
2.5,9.75
3.08,9.92
3.5,9.58
3.92,9.33
4,8.92
4.5,8.83
4.5,8.42
4.42,8
4.42,7.5
4.33,7
4.25,6.5
4.25,6
4.58,5.42
5.25,5.25
5.92,5
6.33,4.5
6.5,4
6.5,3.42
6.42,2.83
6.42,2.33
6.33,1.83
6.33,1.83
6.17,1.25
5.83,1
5.83,0.33
5.5,-0.25
5.25,-0.67
5.17,-1.08
5,-1.58
4.75,-2
5,-2.58
5.08,-3.08
5.25,-3.83
5.25,-4.33
5.17,-4.75
5.08,-5.33
5,-5.92
4.67,-6.33
4.58,-6.92
4.25,-7.42
4.33,-7.83
4.5,-8.33
4.92,-8.92
5.25,-9.42
5.58,-9.83
6.08,-10.33
6.42,-11
6.83,-11.42
7.08,-11.92
7.33,-12.42
7.83,-12.92
8.25,-13.08
8.25,-13.08
8.67,-13.17
9.17,-13.25
9.58,-13.58
10,-14
10.25,-14.42
10.67,-14.67
11.08,-15
11.25,-15.42
11.92,-15.5
11.83,-15.92
12.08,-16.33
12.33,-16.75
12.92,-16.75
13.42,-16.67
14,-16.75
14.5,-17
14.75,-17.42
15,-17
15.42,-16.75
15.83,-16.42
16.5,-16.42
17,-16.25
17.5,-16.08
18,-16
18.5,-16
19,-16.17
19.5,-16.5
19.83,-16.17
20.33,-16.17
20.75,-16.58
20.75,-16.58
21.08,-17
21.58,-16.92
22.08,-16.83
22.33,-16.5
22.75,-16.25
23.42,-16
23.83,-15.75
24.25,-15.42
24.67,-15
25.25,-14.75
25.67,-14.58
26.17,-14.42
26.42,-14.17
26.67,-13.67
27,-13.42
27.5,-13.25
27.92,-12.92
28,-12.17
28.25,-11.5
28.67,-11.17
28.92,-10.58
29.33,-10.17
29.75,-9.83
30.33,-9.58
30.67,-9.83
31.5,-9.83
31.75,-9.5
32.17,-9.25
32.5,-9.25
32.83,-8.83
32.83,-8.83
33.25,-8.5
33.5,-8
33.67,-7.42
34,-6.83
34.42,-6.58
34.83,-6.33
35.25,-6.17
35.75,-5.92
35.83,-5.42
35.5,-5.17
35.17,-4.5
35.25,-4.08
35.25,-3.42
35.33,-3
35.08,-2.42
35.17,-1.92
35.42,-1.25
35.75,-1
35.83,-0.5
35.92,0
36.25,0.5
36.5,1
36.58,1.75
36.67,2.42
36.83,2.92
36.83,3.42
36.92,3.83
36.92,4.42
36.83,5
36.67,5.33
36.67,5.33
36.75,5.83
37,6.25
36.83,7
37,7.42
36.83,8.17
36.92,8.67
37.17,9.08
37.25,9.58
37.17,10.08
36.67,10.33
36.92,11
36.5,10.75
36.33,10.42
35.75,10.58
35.58,10.92
35.17,11
34.75,10.75
34.42,10.33
34.17,10
33.75,10.08
33.58,10.5
33.67,10.92
33.25,11.08
33,11.67
32.83,12.17
32.83,12.83
32.75,13.58
32.67,14.17
32.42,14.75
32.25,15.33
32.25,15.33
31.75,15.33
31.5,15.58
31.25,16.08
31.17,16.67
31,17.5
30.67,18.17
30.33,18.67
30.25,19.17
30.42,19.58
30.67,19.92
31.08,20.08
31.5,20
31.582521093001,19.9576130490445
31.6650281708827,19.9151509747484
31.7475211634118,19.8726134135052
31.83,19.83
31.9150458787878,19.8923264619019
32.0000612768826,19.9547682458655
32.0850460367353,20.0173259063027
32.17,20.08
32.58,20.67
32.75,21.25
32.83,21.83
32.75,22.5
32.58,23.08
32.17,23.17
32.08,23.75
31.92,24.33
31.92,24.92
31.5,25.17
31.58,25.75
31.5,26.33
31.42,26.92
31.25,27.33
31.08,27.83
31.08,28.42
31.08,28.42
30.83,29
30.92,29.5
31.17,30
31.42,30.58
31.5,31.17
31.42,31.83
31.08,31.75
30.92,32.15
30.6901207470446,32.2532292582192
30.4601602505747,32.3559679549481
30.2301196326425,32.4582226955484
30,32.56
29.9575442440698,32.5174199262357
29.9150589415848,32.454893301703
29.8725441683427,32.392420026326
29.83,32.33
29.7275440345626,32.3926911221724
29.6250585915253,32.455254327708
29.5225438529911,32.517690370373
29.42,32.58
29,32.67
28.58,32.92
28.17,33.25
27.83,33.58
27.42,33.67
27.08,33.92
26.67,34
26.17,34.33
25.75,34.5
25.25,34.75
24.83,35
24.33,35.25
24,35.58
23.58,35.5
23.25,35.58
22.75,35.83
22.5,36.17
22.25,36.58
22.08,36.92
21.5,36.92
21.08,37.25
20.75,37.25
20.25,37.17
19.67,37.25
19.25,37.33
18.67,37.58
18.42,38.08
18.42,38.08
18,38.58
17.58,38.83
17.08,39.08
16.5,39.17
16,39.25
15.58,39.5
15.5,39.83
15,40.08
14.75,40.67
14.58,41.17
14.08,41.58
13.67,42.08
13.25,42.42
12.83,42.83
12.42,43.25
11.92,43.42
11.67,42.92
11.42,43.25
11.08,43.58
10.67,43.92
10.42,44.25
10.33,44.75
10.5,45.25
10.75,45.75
10.67,46.33
10.75,46.83
11.08,47.42
11.08,48
11.25,48.5
11.17,49
11.17,49
11.33,49.58
11.5,50.17
11.92,50.58
11.75,51.17
11,51.08
10.42,51
10,50.75
9.42,50.75
8.92,50.42
8.5,50.17
8.17,49.92
7.67,49.75
7.25,49.5
6.75,49.25
6.33,49.08
5.75,48.92
5.42,48.5
5.08,48.17
4.58,47.92
4.17,47.67
3.75,47.25
3.42,46.92
3,46.5
2.58,46.17
2.25,45.75
